Sale_ID,Medicine_Name,Category,Region,City,Quantity_Sold,Unit_Price,Sale_Date,Sales_Rep,Discount_Percent
312,Omeprazole,Cholesterol,north,Delhi,500,60,6/8/2026,divya rao,
313,Metformin,Diabetes,North,Kolkata,300,50,7/6/2026,rohit verma,10
314, Vitamin C,supplement,South,Kolkata,100,20,5/9/2026,Divya Rao ,15
315,Atorvastatin, Cholesterol,west,Chennai,30,,14/08/2026,Divya Rao,10
316,multivitamin,Supplement ,West,Mumbai,500,15,8/2/2026,Divya Rao,10
317,Ibuprofen , Painkiller,West,Kolkata,20,120,7/22/2026,Divya Rao,10
318,Glimepiride , Diabetes,East,Bangalore,-5,8,4/24/2026,divya rao,
319,OMEPRAZOLE,Gastro ,East,Hyderabad,75,25,8/13/2026,Rohit Verma ,0
320,Ranitidine,gastro,East,Bangalore,75,120,8/22/2026,DIVYA RAO,10
321,Cetirizine,ANTIHISTAMINE, East,Kolkata,-15,5,2/20/2026,Sneha Gupta,20
322,Insulin ,diabetes,South,Hyderabad,-5,10.5,10/5/2026,AMAN KUMAR,10
323,loratadine,ANTIHISTAMINE,East,Chennai,250,8,1/11/2026,Divya Rao ,20
324,Ranitidine,Gastro ,east,Kolkata,500,8,1/14/2026,Karan Mehta,20
325,PANTOPRAZOLE,cholesterol,North ,Mumbai,50,120,5/5/2026,SNEHA GUPTA,5
326,Azithromycin ,Antibiotic ,North,Pune,20,20,6/15/2026,Rohit Verma,
327,Atorvastatin ,Cholesterol ,WEST,Chennai,250,,1/12/2026,ROHIT VERMA,20
328,glimepiride,Diabetes,south,Delhi,75,8,25/06/2026,Divya Rao,20
329, Atorvastatin,Gastro,SOUTH ,Delhi,30,,1/1/2026,PRIYA SHARMA,15
330,losartan, Diabetes,north,Delhi,-5,150,4/22/2026,Rohit Verma,
331, Ibuprofen,Painkiller,South,Kolkata,50,60,5/26/2026,priya sharma,5
332,ibuprofen,PAINKILLER,NORTH,Kolkata,-15,8,3/20/2026,divya rao,15
333,Amoxicillin ,ANTIBIOTIC,NORTH,,-5,8,3/11/2026,Rohit Verma ,0
334,LOSARTAN, BP,west,Bangalore,10,,4/23/2026,Aman Kumar,10
335,GLIMEPIRIDE,Cholesterol,North,Jaipur,500,120,1/17/2026,AMAN KUMAR,0
336, Pantoprazole,GASTRO,West ,Hyderabad,20,15,1/22/2026,divya rao,0
337,LORATADINE,ANTIHISTAMINE,North ,Chennai,-5,,5/23/2026,Priya Sharma ,0
338,DICLOFENAC,Painkiller, East,Mumbai,,8,4/4/2026,KARAN MEHTA,5
339,Diclofenac ,Painkiller,NORTH,Delhi,75,120,3/28/2026,AMAN KUMAR,
340, Amlodipine,bp,WEST,Bangalore,100,25,4/20/2026,karan mehta,
341, Amlodipine, BP,south,Delhi,,50,2/18/2026,,5
342,omeprazole,GASTRO,South,Mumbai,500,,5/4/2026,PRIYA SHARMA,10
343,ASPIRIN, Painkiller,East,Mumbai,200,60,7/1/2026,Sneha Gupta,20
344,ATORVASTATIN, Cholesterol,South,Kolkata,30,20,4/3/2026,Karan Mehta,
345,amlodipine,BP,west,Kolkata,300,45,3/2/2026,Aman Kumar,0
346,insulin,DIABETES,east,Kolkata,200,10.5,2/10/2026,aman kumar,
347,Aspirin ,Painkiller, East,Chennai,-15,150,13/03/2026,Sneha Gupta ,15
348,Insulin,Diabetes,North ,Pune,,25,1/15/2026,divya rao,5
349,Omeprazole ,Gastro ,South,Mumbai,500,5,1/22/2026,Sneha Gupta,15
350,glimepiride,DIABETES,WEST,Hyderabad,50,100,2/24/2026,sneha gupta,
351,Azithromycin,antibiotic,South,Bangalore,300,50,4/16/2026,aman kumar,10
352,GLIMEPIRIDE,Diabetes,North,Kolkata,50,,6/22/2026,AMAN KUMAR,20
353,Atorvastatin ,Cholesterol,NORTH,Chennai,10,30.5,6/6/2026,priya sharma,0
354,diclofenac,PAINKILLER,West,Kolkata,250,50,24/04/2026,DIVYA RAO,
355,Insulin,Diabetes,East,Chennai,100,30.5,1/14/2026,Karan Mehta ,10
356,Azithromycin,antibiotic,South,Chennai,20,75,2/25/2026,Karan Mehta ,20
357, Pantoprazole,Gastro,West,Chennai,-15,8,7/16/2026,Karan Mehta,0
358,insulin,diabetes,South,Mumbai,100,30.5,3/21/2026,Divya Rao,5
359,Loratadine ,ANTIHISTAMINE,NORTH,Jaipur,300,5,2/26/2026,Sneha Gupta ,5
360,Ranitidine,Gastro,WEST,Delhi,20,75,2/20/2026,Sneha Gupta,5
361,pantoprazole,Gastro, East,Mumbai,,15,2/16/2026,PRIYA SHARMA,20
362,omeprazole,gastro,East,Hyderabad,30,30.5,8/27/2026,KARAN MEHTA,20
363,Paracetamol,painkiller,East,Hyderabad,100,8,5/25/2026,karan mehta,15
364,MULTIVITAMIN,Supplement ,south,Kolkata,,5,5/1/2026,Divya Rao ,0
365, Omeprazole, Gastro,north,Bangalore,10,120,5/14/2026,Divya Rao ,15
366,Ciprofloxacin,ANTIBIOTIC,SOUTH ,Mumbai,200,10.5,3/9/2026,Rohit Verma ,20
367,Cetirizine ,Bp,south,Delhi,-5,10.5,3/27/2026,AMAN KUMAR,10
368,Multivitamin,Supplement,North,Kolkata,200,20,3/24/2026,Sneha Gupta,0
369, Ciprofloxacin,antibiotic, East,Pune,50,150,8/22/2026,Divya Rao ,10
370,Loratadine ,Gastro ,WEST,Bangalore,250,20,3/14/2026,karan mehta,10
371,Paracetamol,painkiller,north,Bangalore,150,50,3/6/2026,DIVYA RAO,0
372,ciprofloxacin,Antibiotic ,EAST,Kolkata,300,50,3/11/2026,rohit verma,15
373, Pantoprazole,Gastro,West,Chennai,-15,8,7/16/2026,Karan Mehta,0
374,LORATADINE,Antihistamine,north,Delhi,50,30.5,3/5/2026,Divya Rao ,
375,glimepiride,DIABETES,west,Chennai,250,15,7/12/2026,Aman Kumar ,
376,Ibuprofen ,Painkiller ,West ,Mumbai,20,60,8/15/2026,SNEHA GUPTA,0
377,Pantoprazole,Gastro,North,Bangalore,-15,75,23/01/2026,Aman Kumar,5
378,cetirizine,GASTRO,east,Jaipur,10,150,8/4/2026,Sneha Gupta,5
379,Vitamin C, Supplement,SOUTH ,Mumbai,10,25,8/4/2026,PRIYA SHARMA,20
380,Atorvastatin,BP ,north,Hyderabad,,45,5/6/2026,Aman Kumar ,20
381,Aspirin,Painkiller ,North,Delhi,-15,100,8/9/2026,rohit verma,
382,Vitamin C,Supplement,West ,Bangalore,-5,50,3/1/2026,ROHIT VERMA,10
383, Loratadine,Antihistamine,North ,Bangalore,10,150,2/20/2026,aman kumar,10
384,PANTOPRAZOLE,Gastro,east,Delhi,300,45,1/7/2026,KARAN MEHTA,0
385, Diclofenac,PAINKILLER,east,Kolkata,500,60,3/20/2026,Divya Rao ,0
386,pantoprazole,GASTRO,West ,Bangalore,250,120,3/14/2026,sneha gupta,
387, Cetirizine, Antihistamine,NORTH,Delhi,30,,6/11/2026,Aman Kumar,15
388,Loratadine,ANTIHISTAMINE,South,,150,100,7/18/2026,Sneha Gupta ,15
389,Azithromycin,Antibiotic,North,Chennai,50,5,4/19/2026,Rohit Verma ,15
390,Metformin, Diabetes,East,Hyderabad,250,25,3/12/2026,Karan Mehta ,5
391,Multivitamin ,supplement,North,Chennai,150,100,4/19/2026,DIVYA RAO,20
392,loratadine,ANTIHISTAMINE,East,Jaipur,150,60,6/6/2026,Sneha Gupta,15
393,Amlodipine,BP , East,Mumbai,200,100,8/17/2026,KARAN MEHTA,
394,Aspirin,CHOLESTEROL,West ,Kolkata,300,75,6/7/2026,,20
395,VITAMIN C,Cholesterol ,west,Chennai,-15,25,3/4/2026,Rohit Verma,
396,AMLODIPINE,BP, East,Delhi,50,30.5,5/15/2026,Divya Rao,5
397,Insulin,Diabetes,North,Mumbai,10,10.5,5/28/2026,DIVYA RAO,20
398,ciprofloxacin,ANTIBIOTIC,West ,Bangalore,250,8,2/15/2026,Sneha Gupta,10
399,Ciprofloxacin ,Diabetes,west,Pune,,10.5,2/15/2026,Rohit Verma,15
400,Ranitidine,Gastro,WEST,Jaipur,200,30.5,2/14/2026,sneha gupta,15
401,PARACETAMOL, Painkiller,West ,Kolkata,30,20,4/18/2026,sneha gupta,5
402,PANTOPRAZOLE,GASTRO,South,Pune,75,5,27/04/2026,ROHIT VERMA,10
403,glimepiride, Diabetes,north,Pune,150,50,1/22/2026,ROHIT VERMA,5
404,Cetirizine ,Antihistamine ,North,Kolkata,500,120,7/23/2026,Divya Rao ,20
405,Aspirin,painkiller,South,Chennai,-15,5,1/26/2026,rohit verma,15
406,ranitidine,Gastro ,north,Kolkata,500,50,6/3/2026,Divya Rao,0
407,cetirizine,Antihistamine ,south,Mumbai,75,15,5/17/2026,Karan Mehta ,5
408,AMLODIPINE,BP,South,Delhi,20,100,6/21/2026,karan mehta,
409,Ibuprofen , Painkiller,NORTH,Chennai,20,20,3/23/2026,sneha gupta,0
410,metformin,Diabetes ,South,Hyderabad,100,30.5,16/04/2026,rohit verma,10
411,loratadine,Antihistamine,WEST,Kolkata,300,,2/4/2026,KARAN MEHTA,10
412,PARACETAMOL,painkiller,East,Bangalore,200,75,7/3/2026,DIVYA RAO,0
413,insulin,DIABETES,south,Jaipur,30,8,2/16/2026,Divya Rao,15
414,OMEPRAZOLE,Gastro,EAST,Hyderabad,150,100,8/28/2026,Aman Kumar,0
415,LORATADINE,Antihistamine ,South,Mumbai,,100,3/6/2026,Priya Sharma ,15
416, Atorvastatin,Cholesterol ,South,Hyderabad,-5,120,8/3/2026,Priya Sharma,5
417,Atorvastatin ,cholesterol,east,Mumbai,300,100,6/11/2026,Karan Mehta ,20
418,DICLOFENAC,Painkiller,east,Jaipur,75,15,4/26/2026,KARAN MEHTA,5
419,MULTIVITAMIN,Cholesterol,West,Jaipur,150,5,6/12/2026,Aman Kumar,5
420,GLIMEPIRIDE, Diabetes,north,Pune,30,5,2/11/2026,,0
421,Metformin ,DIABETES,NORTH,Mumbai,100,120,6/27/2026,Priya Sharma,10
422,Amlodipine,Bp,West,Pune,50,15,2/2/2026,Divya Rao,10
423,multivitamin,SUPPLEMENT,East,Pune,50,75,23/08/2026,Divya Rao ,10
424,ibuprofen,PAINKILLER,west,Kolkata,100,60,8/21/2026,Sneha Gupta,0
425, Insulin,Diabetes ,West,Hyderabad,20,20,17/03/2026,PRIYA SHARMA,10
426,azithromycin,ANTIBIOTIC, East,Hyderabad,75,,10/4/2026,aman kumar,10
427, Amoxicillin,antibiotic,East,Jaipur,75,30.5,5/16/2026,aman kumar,20
428,pantoprazole,Gastro,south,Chennai,,150,2/18/2026,priya sharma,15
429, Glimepiride,diabetes,SOUTH ,Bangalore,250,20,5/19/2026,sneha gupta,5
430,atorvastatin,Cholesterol ,south,Chennai,30,30.5,5/13/2026,sneha gupta,15
431,Omeprazole,gastro, East,Jaipur,75,60,4/11/2026,Aman Kumar,10
432,insulin,Diabetes,East,Chennai,100,25,3/27/2026,Divya Rao,20
433,Pantoprazole ,GASTRO,SOUTH ,Pune,-15,60,5/27/2026,Aman Kumar ,
434,Pantoprazole ,Gastro,East,Chennai,75,50,4/27/2026,Karan Mehta,
435, Pantoprazole,Cholesterol ,EAST,Chennai,-15,10.5,2/17/2026,Aman Kumar ,5
436,Metformin,ANTIHISTAMINE,north,Hyderabad,,120,6/3/2026,SNEHA GUPTA,
437, Vitamin C,Painkiller,SOUTH ,Kolkata,500,15,5/27/2026,,0
438,Glimepiride ,diabetes,West ,Delhi,20,10.5,6/14/2026,,
439,Omeprazole,Gastro ,NORTH,Bangalore,250,30.5,4/8/2026,,0
440,Insulin ,diabetes,north,Pune,300,45,3/8/2026,Sneha Gupta,
441,atorvastatin,Cholesterol,East,Chennai,500,60,1/4/2026,karan mehta,0
442,LORATADINE,Antihistamine,SOUTH ,Pune,-5,,1/8/2026,,20
443,Ciprofloxacin,ANTIBIOTIC,SOUTH ,Pune,500,30.5,1/12/2026,Priya Sharma,
444, Metformin,Diabetes,West ,Bangalore,-15,45,4/16/2026,Karan Mehta,
445,Omeprazole ,GASTRO,North ,Pune,,45,8/27/2026,Priya Sharma ,20
446,Glimepiride,Diabetes,east,Pune,,60,17/07/2026,aman kumar,10
447,azithromycin,Antibiotic,south,Delhi,500,8,8/25/2026,priya sharma,5
448,CETIRIZINE,ANTIHISTAMINE,EAST,Chennai,75,100,5/7/2026,priya sharma,20
449,Cetirizine,ANTIHISTAMINE,WEST,Chennai,200,20,3/3/2026,Rohit Verma,15
450,amoxicillin,Antibiotic,SOUTH ,Mumbai,30,15,5/21/2026,Priya Sharma ,10
451,Aspirin,PAINKILLER,EAST,,200,20,7/19/2026,Priya Sharma ,10
452,Diclofenac,PAINKILLER,East,Pune,75,100,7/17/2026,SNEHA GUPTA,0
453,Multivitamin, Supplement,NORTH,Jaipur,-5,120,18/02/2026,,15
454,LORATADINE,ANTIHISTAMINE,south,Mumbai,300,150,2/15/2026,Divya Rao ,0
455,Ibuprofen ,Painkiller ,West ,Mumbai,20,60,8/15/2026,SNEHA GUPTA,0
456, Ciprofloxacin,Antibiotic ,South,Chennai,250,25,5/3/2026,karan mehta,
457,Omeprazole,Gastro,South,Delhi,300,8,22/06/2026,divya rao,0
458,LOSARTAN,BP,South,Chennai,300,60,6/5/2026,Karan Mehta,
459,Azithromycin,ANTIBIOTIC,NORTH,Mumbai,20,50,4/17/2026,priya sharma,0
460,Vitamin C ,Supplement,north,Pune,-5,100,8/26/2026,Priya Sharma,15
461,Aspirin,Painkiller,SOUTH ,Bangalore,,8,2/23/2026,Aman Kumar,0
462, Multivitamin,supplement,NORTH,Jaipur,-15,150,7/12/2026,,0
463,Paracetamol,Painkiller,South,Jaipur,30,8,3/7/2026,divya rao,15
464, Glimepiride,Diabetes,NORTH,Chennai,250,10.5,8/22/2026,rohit verma,10
465,Ibuprofen,Painkiller,West ,Chennai,-15,,5/11/2026,KARAN MEHTA,10
466,Ciprofloxacin,Antibiotic ,SOUTH ,Bangalore,10,150,7/24/2026,karan mehta,20
467, Losartan,Bp,WEST,Mumbai,-15,20,1/5/2026,Divya Rao,
468,Losartan ,Bp, East,,50,75,7/11/2026,ROHIT VERMA,15
469,LOSARTAN,BP,SOUTH ,Mumbai,100,50,17/08/2026,rohit verma,10
470,pantoprazole,Gastro ,South,Kolkata,200,10.5,4/6/2026,KARAN MEHTA,10
471,Insulin , Diabetes,West,Bangalore,100,30.5,7/3/2026,Karan Mehta ,10
472,aspirin, Painkiller,South,Chennai,250,150,3/15/2026,Divya Rao,20
473,METFORMIN, Diabetes,North ,Jaipur,-15,45,5/24/2026,ROHIT VERMA,
474,multivitamin,Supplement,east,Bangalore,500,25,4/22/2026,DIVYA RAO,
475,Amlodipine,ANTIBIOTIC,West ,Jaipur,20,5,6/3/2026,Karan Mehta,5
476,Ciprofloxacin, Antibiotic,North ,,200,15,7/26/2026,karan mehta,5
477,GLIMEPIRIDE,Diabetes , East,Bangalore,30,10.5,13/05/2026,KARAN MEHTA,15
478, Aspirin,Painkiller,West,Hyderabad,30,75,3/24/2026,Divya Rao,
479, Amoxicillin,antibiotic,West,Mumbai,30,30.5,8/23/2026,Divya Rao,10
480,atorvastatin,Cholesterol,NORTH,Kolkata,20,75,6/19/2026,SNEHA GUPTA,10
481,OMEPRAZOLE,Gastro, East,Pune,10,5,5/10/2026,Divya Rao ,10
482,Glimepiride ,Diabetes,WEST,Mumbai,300,75,4/3/2026,Rohit Verma ,20
483,Omeprazole ,GASTRO,North,Hyderabad,100,,4/19/2026,Sneha Gupta ,5
484,Glimepiride ,Diabetes,North ,Jaipur,50,15,1/6/2026,KARAN MEHTA,0
485,atorvastatin,CHOLESTEROL,South,Mumbai,250,20,3/19/2026,KARAN MEHTA,15
486,Amlodipine ,Bp,west,,-5,25,4/15/2026,Karan Mehta,0
487,GLIMEPIRIDE, Diabetes,North ,Jaipur,250,8,25/06/2026,Sneha Gupta ,15
488, Diclofenac,Painkiller ,SOUTH ,Kolkata,20,60,8/22/2026,KARAN MEHTA,15
489,Amlodipine, BP,North,Hyderabad,200,30.5,1/18/2026,aman kumar,15
490, Ibuprofen,Painkiller,east,Chennai,75,120,4/1/2026,SNEHA GUPTA,15
491,Ranitidine ,gastro,WEST,Pune,150,8,5/19/2026,Divya Rao ,20
492, Vitamin C,Supplement ,EAST,Hyderabad,-15,150,6/19/2026,Karan Mehta,
493,Aspirin,Painkiller,EAST,Hyderabad,,150,24/06/2026,aman kumar,15
494,Losartan,Bp,North,Bangalore,250,60,4/19/2026,,0
495,Insulin ,Diabetes ,South,Bangalore,20,50,7/28/2026,Priya Sharma ,15
496,insulin, Diabetes,south,Hyderabad,,150,2/26/2026,SNEHA GUPTA,15
497,Diclofenac,Painkiller,SOUTH ,,50,150,4/22/2026,Karan Mehta,
498,LORATADINE,Antihistamine,north,Chennai,150,,1/26/2026,Aman Kumar ,15
499,glimepiride,diabetes,EAST,Bangalore,30,5,4/15/2026,Divya Rao ,10
500,AMOXICILLIN,Antibiotic ,North ,Bangalore,-15,20,7/4/2026,Divya Rao ,15
501,Ibuprofen,Painkiller,WEST,Chennai,200,15,5/6/2026,PRIYA SHARMA,5
502,CETIRIZINE,Antihistamine,EAST,Delhi,30,8,8/15/2026,Priya Sharma ,
503, Paracetamol,Painkiller,South,Mumbai,10,10.5,6/4/2026,Sneha Gupta,
504,Amlodipine ,BP ,North ,Kolkata,10,15,2/7/2026,Aman Kumar ,20
505,Insulin,Diabetes ,south,Bangalore,500,20,3/21/2026,priya sharma,5
506,AMLODIPINE,BP ,North,Kolkata,500,,6/18/2026,PRIYA SHARMA,0
507,glimepiride,Diabetes,west,Delhi,500,15,6/22/2026,Karan Mehta,0
508,Ibuprofen,painkiller,NORTH,Jaipur,50,8,8/12/2026,DIVYA RAO,5
509,Omeprazole,GASTRO,East,Bangalore,500,15,3/25/2026,priya sharma,5
510,AMOXICILLIN,Antibiotic,East,Chennai,250,15,3/6/2026,,20
511,PARACETAMOL, Diabetes,east,Delhi,20,120,6/8/2026,Karan Mehta,15
512,IBUPROFEN,PAINKILLER,east,Jaipur,300,60,6/25/2026,,20
513,Multivitamin,supplement,West ,Chennai,200,50,5/17/2026,karan mehta,0
514,AMOXICILLIN, Antihistamine,South,Delhi,30,,4/4/2026,DIVYA RAO,
515,MULTIVITAMIN,Supplement ,South,Mumbai,250,50,1/5/2026,Sneha Gupta ,20
516,Ranitidine ,Gastro ,East,Pune,30,,4/18/2026,Priya Sharma ,
517,LOSARTAN,BP ,NORTH,Bangalore,-5,150,3/16/2026,Rohit Verma ,10
518,Losartan ,BP,WEST,Delhi,-15,15,8/10/2026,ROHIT VERMA,20
519, Multivitamin,Supplement ,North,Chennai,30,100,4/12/2026,Aman Kumar ,20
520, Azithromycin,Antibiotic,SOUTH ,Delhi,250,100,19/02/2026,PRIYA SHARMA,10
521,Metformin ,diabetes,East,Pune,100,30.5,4/24/2026,,15
522,Vitamin C,Supplement,north,Bangalore,75,45,23/03/2026,Aman Kumar ,10
523,atorvastatin,Supplement,EAST,Jaipur,30,15,1/25/2026,DIVYA RAO,5
524,Amoxicillin ,ANTIBIOTIC,SOUTH ,Mumbai,200,45,8/4/2026,KARAN MEHTA,15
525,Loratadine ,Antihistamine,north,Delhi,-15,50,3/27/2026,ROHIT VERMA,10
526,LORATADINE,Antihistamine,West ,Mumbai,,150,3/27/2026,PRIYA SHARMA,0
527,Paracetamol ,Painkiller ,West,Mumbai,10,150,5/22/2026,Divya Rao,20
528,Ibuprofen,Painkiller,West,Pune,300,45,1/27/2026,Divya Rao ,
529,insulin, Diabetes,west,Delhi,-15,50,2/28/2026,AMAN KUMAR,20
530,LORATADINE,Antihistamine,east,Hyderabad,20,60,1/1/2026,Divya Rao ,
531,RANITIDINE,gastro,South,Hyderabad,300,75,21/06/2026,karan mehta,
532,Diclofenac ,PAINKILLER,EAST,Hyderabad,10,60,6/28/2026,aman kumar,15
533,Diclofenac,antihistamine,North ,Mumbai,50,5,3/10/2026,Karan Mehta,
534,Diclofenac ,Painkiller ,North,Kolkata,300,60,3/16/2026,Karan Mehta,5
535,Aspirin,Painkiller ,EAST,Kolkata,500,,8/25/2026,divya rao,10
536,Cetirizine, Antihistamine,North ,Kolkata,250,10.5,4/19/2026,aman kumar,15
537,Amoxicillin ,ANTIBIOTIC,South,Chennai,-15,20,12/8/2026,rohit verma,15
538,Multivitamin,Supplement,north,,-5,50,3/20/2026,AMAN KUMAR,0
539,Loratadine ,Antihistamine,North,Delhi,100,60,1/17/2026,AMAN KUMAR,20
540,Metformin,Diabetes ,West ,Kolkata,,10.5,7/16/2026,Sneha Gupta ,20
541,Loratadine,ANTIHISTAMINE,South,Mumbai,30,75,4/22/2026,ROHIT VERMA,
542, Ciprofloxacin,ANTIBIOTIC,North,Jaipur,75,150,4/5/2026,Karan Mehta ,5
543,Amlodipine ,DIABETES,SOUTH ,Jaipur,250,50,8/17/2026,Divya Rao ,5
544,Vitamin C, Supplement,South,Hyderabad,-15,60,6/13/2026,Rohit Verma ,10
545, Ciprofloxacin, Antibiotic,SOUTH ,Bangalore,250,50,7/21/2026,aman kumar,0
546,aspirin,Painkiller ,NORTH,Hyderabad,200,120,8/15/2026,AMAN KUMAR,5
547,Cetirizine ,antihistamine,East,Kolkata,200,120,4/17/2026,AMAN KUMAR,0
548,pantoprazole,Gastro,east,Bangalore,,100,8/22/2026,,5
549,amoxicillin,antibiotic,South,Jaipur,50,30.5,8/8/2026,AMAN KUMAR,10
550, Losartan,Bp,North,Bangalore,-5,15,4/6/2026,ROHIT VERMA,15
551,Omeprazole ,Gastro ,WEST,Delhi,30,25,6/12/2026,rohit verma,
552,Diclofenac ,Diabetes ,west,Chennai,,100,5/13/2026,SNEHA GUPTA,20
553,Amoxicillin,painkiller,North,Chennai,30,150,7/6/2026,SNEHA GUPTA,5
554,Loratadine ,ANTIHISTAMINE,east,Bangalore,250,100,7/22/2026,rohit verma,15
555,Amlodipine,Bp,west,Delhi,75,8,4/4/2026,KARAN MEHTA,10
556,ATORVASTATIN,Cholesterol, East,Delhi,100,120,1/9/2026,ROHIT VERMA,0
557,VITAMIN C,supplement,North ,Delhi,20,15,28/05/2026,DIVYA RAO,15
558, Cetirizine,Cholesterol ,WEST,Mumbai,,100,8/5/2026,PRIYA SHARMA,20
559,Amoxicillin,antibiotic,south,Delhi,75,20,2/9/2026,Rohit Verma,10
560, Paracetamol,Painkiller ,south,Chennai,10,5,27/02/2026,SNEHA GUPTA,0
561,glimepiride,DIABETES,west,Chennai,250,15,7/12/2026,Aman Kumar ,
562, Multivitamin,Supplement,west,Bangalore,-5,5,7/8/2026,DIVYA RAO,20
563, Metformin,Diabetes,WEST,Delhi,250,50,8/26/2026,divya rao,15
564,CIPROFLOXACIN,Antibiotic,NORTH,Jaipur,-5,5,1/18/2026,Karan Mehta ,10
565,ranitidine,GASTRO,West,Chennai,200,20,5/12/2026,DIVYA RAO,0
